center_x_px,center_y_px,gate_half_cols,gate_half_rows,reference_spots,defocus_final_gated_spots,tilt_x_final_gated_spots,tilt_y_final_gated_spots,axis_dot,axis_determinant,axis_angle_between_deg,pupil_x_axis_image_x,pupil_x_axis_image_y,pupil_y_axis_image_x,pupil_y_axis_image_y,pupil_y_axis_orthogonalized_image_x,pupil_y_axis_orthogonalized_image_y
637.6877296215351,680.4975894163075,5.0,5.0,241,100,100,100,-0.0589025893802567,-0.998263735174378,93.37682435397548,0.9995263939403201,0.03077316715354733,-0.028154955971149725,-0.9996035706490162,0.03077316715354733,-0.9995263939403201
