sample,zernike_j,n,m,name,coeff_rad
sample_05_j06_astig_0,2,1,1,tilt_x,-0.5539272413736762
sample_05_j06_astig_0,3,1,-1,tilt_y,0.26416015084296607
sample_05_j06_astig_0,4,2,0,defocus,0.07710911669862079
sample_05_j06_astig_0,5,2,-2,astig_45,0.28848619960219124
sample_05_j06_astig_0,6,2,2,astig_0,7.222559224245918
sample_05_j06_astig_0,7,3,-1,coma_y,0.0
sample_05_j06_astig_0,8,3,1,coma_x,0.07965873122749391
sample_05_j06_astig_0,9,3,-3,trefoil_y,0.001199130440391171
sample_05_j06_astig_0,10,3,3,trefoil_x,0.023479170878889184
sample_05_j06_astig_0,11,4,0,spherical,0.05662108495674595
sample_05_j06_astig_0,12,4,-2,secondary_astig_45,0.0
sample_05_j06_astig_0,13,4,2,secondary_astig_0,0.0
sample_05_j06_astig_0,14,4,-4,quadrafoil_45,0.0
sample_05_j06_astig_0,15,4,4,quadrafoil_0,0.0
sample_05_j06_astig_0,16,5,-1,secondary_coma_y,0.0164899004352152
sample_05_j06_astig_0,17,5,1,secondary_coma_x,0.03259268089454982
sample_05_j06_astig_0,18,5,-3,secondary_trefoil_y,0.0
sample_05_j06_astig_0,19,5,3,secondary_trefoil_x,0.0509753167714104
sample_05_j06_astig_0,20,5,-5,pentafoil_y,0.0
sample_05_j06_astig_0,21,5,5,pentafoil_x,0.11314766750181202
